model_id,model_name,model_type,aro_accession,aro_name,target_resistance_family,drug_classes,resistance_mechanisms,reference_taxa,n_model_sequences,has_snp_data,source,source_url,card_version
5296,PDC-158,protein homolog model,3006536,PDC-158,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5297,PDC-159,protein homolog model,3006537,PDC-159,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5298,PDC-16,protein homolog model,3006538,PDC-16,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5299,PDC-160,protein homolog model,3006539,PDC-160,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5300,PDC-161,protein homolog model,3006540,PDC-161,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5301,PDC-162,protein homolog model,3006541,PDC-162,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5302,PDC-163,protein homolog model,3006542,PDC-163,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5303,PDC-164,protein homolog model,3006543,PDC-164,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5304,PDC-165,protein homolog model,3006544,PDC-165,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5305,PDC-166,protein homolog model,3006545,PDC-166,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5306,PDC-167,protein homolog model,3006546,PDC-167,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5307,PDC-168,protein homolog model,3006547,PDC-168,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5308,PDC-169,protein homolog model,3006548,PDC-169,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5309,PDC-17,protein homolog model,3006549,PDC-17,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5310,PDC-170,protein homolog model,3006550,PDC-170,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5311,PDC-171,protein homolog model,3006551,PDC-171,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5312,PDC-172,protein homolog model,3006552,PDC-172,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5313,PDC-174,protein homolog model,3006553,PDC-174,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5314,PDC-175,protein homolog model,3006554,PDC-175,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5315,PDC-176,protein homolog model,3006555,PDC-176,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5316,PDC-177,protein homolog model,3006556,PDC-177,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5317,PDC-178,protein homolog model,3006557,PDC-178,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5318,PDC-179,protein homolog model,3006558,PDC-179,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5319,PDC-18,protein homolog model,3006559,PDC-18,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5320,PDC-180,protein homolog model,3006560,PDC-180,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5321,PDC-181,protein homolog model,3006561,PDC-181,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5322,PDC-182,protein homolog model,3006562,PDC-182,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5323,PDC-184,protein homolog model,3006563,PDC-184,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5324,PDC-185,protein homolog model,3006564,PDC-185,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5325,PDC-186,protein homolog model,3006565,PDC-186,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5326,PDC-187,protein homolog model,3006566,PDC-187,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5327,PDC-188,protein homolog model,3006567,PDC-188,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5328,PDC-189,protein homolog model,3006568,PDC-189,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5329,PDC-190,protein homolog model,3006569,PDC-190,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5330,PDC-191,protein homolog model,3006570,PDC-191,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5331,PDC-192,protein homolog model,3006571,PDC-192,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5332,PDC-193,protein homolog model,3006572,PDC-193,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5333,PDC-194,protein homolog model,3006573,PDC-194,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5334,PDC-195,protein homolog model,3006574,PDC-195,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5335,PDC-196,protein homolog model,3006575,PDC-196,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5336,PDC-197,protein homolog model,3006576,PDC-197,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5337,PDC-198,protein homolog model,3006577,PDC-198,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5338,PDC-199,protein homolog model,3006578,PDC-199,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5339,PDC-20,protein homolog model,3006579,PDC-20,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5340,PDC-200,protein homolog model,3006580,PDC-200,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5341,PDC-202,protein homolog model,3006581,PDC-202,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5342,PDC-203,protein homolog model,3006582,PDC-203,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5343,PDC-204,protein homolog model,3006583,PDC-204,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5344,PDC-205,protein homolog model,3006584,PDC-205,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5345,PDC-206,protein homolog model,3006585,PDC-206,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5346,PDC-208,protein homolog model,3006586,PDC-208,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5347,PDC-209,protein homolog model,3006587,PDC-209,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5348,PDC-210,protein homolog model,3006588,PDC-210,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5349,PDC-211,protein homolog model,3006589,PDC-211,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5350,PDC-213,protein homolog model,3006590,PDC-213,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5351,PDC-214,protein homolog model,3006591,PDC-214,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5352,PDC-215,protein homolog model,3006592,PDC-215,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5353,PDC-216,protein homolog model,3006593,PDC-216,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5354,PDC-217,protein homolog model,3006594,PDC-217,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5355,PDC-218,protein homolog model,3006595,PDC-218,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5356,PDC-219,protein homolog model,3006596,PDC-219,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5357,PDC-21a,protein homolog model,3006597,PDC-21a,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5358,PDC-21b,protein homolog model,3006598,PDC-21b,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5359,PDC-22,protein homolog model,3006599,PDC-22,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5360,PDC-220,protein homolog model,3006600,PDC-220,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5361,PDC-221,protein homolog model,3006601,PDC-221,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5362,PDC-222,protein homolog model,3006602,PDC-222,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5363,PDC-223,protein homolog model,3006603,PDC-223,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5364,PDC-224,protein homolog model,3006604,PDC-224,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5365,PDC-226,protein homolog model,3006605,PDC-226,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5366,PDC-227,protein homolog model,3006606,PDC-227,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5367,PDC-228,protein homolog model,3006607,PDC-228,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5368,PDC-229,protein homolog model,3006608,PDC-229,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5369,PDC-230,protein homolog model,3006609,PDC-230,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5370,PDC-232,protein homolog model,3006610,PDC-232,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5371,PDC-233,protein homolog model,3006611,PDC-233,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5372,PDC-234,protein homolog model,3006612,PDC-234,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5373,PDC-235,protein homolog model,3006613,PDC-235,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5374,PDC-236,protein homolog model,3006614,PDC-236,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5375,PDC-237,protein homolog model,3006615,PDC-237,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5376,PDC-238,protein homolog model,3006616,PDC-238,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5377,PDC-239,protein homolog model,3006617,PDC-239,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5378,PDC-24,protein homolog model,3006618,PDC-24,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5379,PDC-241,protein homolog model,3006619,PDC-241,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5380,PDC-242,protein homolog model,3006620,PDC-242,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5381,PDC-243,protein homolog model,3006621,PDC-243,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5382,PDC-244,protein homolog model,3006622,PDC-244,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5383,PDC-245,protein homolog model,3006623,PDC-245,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5384,PDC-246,protein homolog model,3006624,PDC-246,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5385,PDC-247,protein homolog model,3006625,PDC-247,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5386,PDC-248,protein homolog model,3006626,PDC-248,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5387,PDC-249,protein homolog model,3006627,PDC-249,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas sp.,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5388,PDC-25,protein homolog model,3006628,PDC-25,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5389,PDC-250,protein homolog model,3006629,PDC-250,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5390,PDC-251,protein homolog model,3006630,PDC-251,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5391,PDC-252,protein homolog model,3006631,PDC-252,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5392,PDC-253,protein homolog model,3006632,PDC-253,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5393,PDC-254,protein homolog model,3006633,PDC-254,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5394,PDC-256,protein homolog model,3006634,PDC-256,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5395,PDC-259,protein homolog model,3006635,PDC-259,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5396,PDC-26,protein homolog model,3006636,PDC-26,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5397,PDC-260,protein homolog model,3006637,PDC-260,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5398,PDC-261,protein homolog model,3006638,PDC-261,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5399,PDC-262,protein homolog model,3006639,PDC-262,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5400,PDC-263,protein homolog model,3006640,PDC-263,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5401,PDC-265,protein homolog model,3006641,PDC-265,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5402,PDC-266,protein homolog model,3006642,PDC-266,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5403,PDC-267,protein homolog model,3006643,PDC-267,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5404,PDC-268,protein homolog model,3006644,PDC-268,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5405,PDC-270,protein homolog model,3006645,PDC-270,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5406,PDC-271,protein homolog model,3006646,PDC-271,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5407,PDC-273,protein homolog model,3006647,PDC-273,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5408,PDC-274,protein homolog model,3006648,PDC-274,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5409,PDC-275,protein homolog model,3006649,PDC-275,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5410,PDC-276,protein homolog model,3006650,PDC-276,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5411,PDC-277,protein homolog model,3006651,PDC-277,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5412,PDC-278,protein homolog model,3006652,PDC-278,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5413,PDC-279,protein homolog model,3006653,PDC-279,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5414,PDC-280,protein homolog model,3006654,PDC-280,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5415,PDC-281,protein homolog model,3006655,PDC-281,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5416,PDC-282,protein homolog model,3006656,PDC-282,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
5417,PDC-283,protein homolog model,3006657,PDC-283,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
